Feature,Corr_Score,Abs_Correlation,RF_Score,Importance,MI_Score_Norm,MI_Score,Composite_Score
ST267,0.04049998369258266,0.01774039387712902,5.8374256403408034e-05,1.2286603156068236e-05,0.42173583930316294,0.3220452147146302,0.15409806575071633
science_q9_average_score,0.2705277128837622,0.1185004966339226,0.0005218857121198462,0.00010984641231788368,0.1765964393376815,0.13485227700428037,0.14921534597785452
ST183,0.08715178448171179,0.03817549645293779,0.00039359227789437684,8.284323298889687e-05,0.35568948296423364,0.27161100679093586,0.14774495324127992
ST152,0.08058330683190741,0.03529827601835303,0.00036095433566261486,7.597360468457936e-05,0.3573276275680604,0.27286192402752807,0.1460906295785435
ST300,0.15499687638293794,0.06789399367737495,0.0004907919120234727,0.00010330179477692341,0.2791083308869052,0.2131322358034211,0.1448653330606222
IC184,0.24953865534579353,0.10930656335583384,4.168146241188423e-05,8.773106831207486e-06,0.18288290226289752,0.1396527352861563,0.144154413023701
ST212,0.08846124268623397,0.03874908444473039,0.0005457853569981566,0.00011487680534184717,0.33800796368311364,0.25810907467442945,0.1423383305754486
ST150,0.07054960872993202,0.03090316915301754,0.0006485196713120094,0.00013650030563557247,0.35458964736478366,0.2707711521739773,0.1419292585886759
ST125,0.10506122651034425,0.04602045160450584,0.0003050098828067789,6.41984261491506e-05,0.3164997151585346,0.24168498198721888,0.14062198385056188
ST273,0.06583685880257087,0.028838821656228055,0.00045599596086703,9.597794913608737e-05,0.3481488894176044,0.26585287138605196,0.13814724806034742
ST258,0.3695938354507164,0.16189488532202417,1.3527551175300235e-05,2.8472765771216715e-06,0.040788532155458315,0.031146870556705508,0.13679863171911666
ISCEDP,0.2139841004479618,0.09373243836849315,1.3108885047984614e-05,2.759155804744438e-06,0.19537356901348407,0.14919083729396299,0.13645692611549795
ST167,0.05475211908187442,0.023983322203110325,0.0004406066289730204,9.273880528281028e-05,0.35204493706731466,0.26882796476194937,0.1357458875927207
